"rbr","name","date","stars","review","lang","thumb","reply"
5762,"dali olic",2018-02-21,1," I installed an offline map but when i search i don t find any result, when i switch to online mode using internet it find the place. Offline mode isn t true. The app offline mode used to work greatbut now it isn t.","en",0,NA
5763,"Kadi R",2018-02-07,3," Walking paths  are incorrect or showing very long way.","en",3,NA
5764,"david habeych",2018-02-05,5," The best app for GPS.  I find even better than TomTom.  I really love it!!","en",4,NA
5765,"amir",2018-07-25,1," After this update, iran gets removed from the list of offline maps without 
any notice","en",0,NA
5766,"A Google user",2018-02-27,5," Feeling fantastic with this app. I am definitely depending on its accuracy. A great experience that I have seen with it","en",2,NA
5767,"A Google user",2018-01-31,4," Although good but should be there a choice to choose route accordingly our preference overall so helpfull","en",2,NA
5768,"??? ?????",2018-02-28,1," I give it 1 star because they deleted iran map for political reasons ","en",0,NA
5769,"Ionut Vercocilenco",2018-02-21,5," Best app i'we ewer tried,  i will recomend to all my frends. Hello from Italy","en",2,NA
5770,"Tikboy Tikas",2018-01-30,4," lots of potential, i was amazed it has 3D buildings! quite good ,it needs a little improvement","en",3,NA
5771,"Kenneth Cline",2018-02-12,4," Ill let you know more after I've used it down the road , won't be long though...God's willing","en",2,NA
5772,"Larbi Arbaoui",2018-02-10,5," With this app you never get lost","en",2,NA
5773,"sridhar siddu",2018-02-14,3," Nice app but Google maps is old please update the map","en",4,NA
5774,"Manish Dalvani",2018-02-26,5," My perfect partner while travelling. It always shows me perfect the roads and it's very easy to use just love this app","en",1,NA
5775,"A Google user",2018-01-30,5," Best GPS solution for cell phones. Used it since Symbian days ","en",2,NA
5776,"Amir shamsul",2018-02-28,5," But... before this updated apps... i always update this here maps... last 2 updates my download map for use offline is missing when i update this apps... why....","en",1,NA
5777,"Amimul Bhuiyan",2018-03-24,2," This app used to be good but for some reason, it is acting strange now","en",1,NA
5778,"Tim Smith",2018-02-25,1," I don't want to sign in or create any account. You don't need my details just to navigate. Uninstalled.","en",1,NA
5779,"Joeroy Angel Mendoza Jr",2018-02-01,3," I can't change the storage from internal to external/extended memory.","en",6,NA
5780,"Stephen Britton",2018-02-05,5," Brilliant app  offline mapping and traffic   best free navigation app","en",4,NA
5781,"Avinash Kulkarni",2018-02-12,3," I loved this app when I was using a Microsoft device. But in my Android device, the app doesn't work at all.","en",1,NA
5782,"T T",2018-01-28,4," Would be good if the favourites stayed shown on the map","en",5,NA
5783,"…li Marshal",2018-02-22,1," No ability to pay to remove ads.","en",1,NA
5784,"samir roshan",2018-02-28,4," Please add voice command ,while driving can't use hand for searching","en",2,NA
5785,"Blatten Blattson",2018-02-03,5," The best GPS app of all time! ??","en",3,NA
5786,"stuart hogg",2018-02-12,5," Clear and simple navigation. Upto date maps. Accurate and reliable. Very good app.","en",2,NA
5787,"stephan Gregory",2018-02-21,1," After maps update it crashes all the time","en",0,NA
5789,"A Google user",2018-01-30,4," Hope always update the maps  and it is a nice application  thanks for dev.","en",2,NA
5790,"G¸nter Gˆbel",2018-02-17,5," I tried many navigationsystems, this one is still the best!","en",2,NA
5791,"Richard Fernandes",2018-02-25,4," Location is not accurate please work on it","en",1,NA
5792,"Dan Young",2018-02-08,5," This app has gotten us around Iceland perfectly for the week. Awesome app","en",1,NA
5793,"Matthew Day",2018-02-14,5," Works well with a high degree of accuracy. GPS operates in real-time","en",1,NA
5794,"Yogesh Kalaskar",2018-02-19,5," This is excellent app i am using since last 5 years.  I drove from Saudi to Dubai ising this app. Very accurate one.","en",0,NA
5795,"Tran Vu",2018-03-17,5," great map, offline is one of the most useful feature","en",2,NA
5796,"Savannah Gravestone",2018-06-26,2," Has trouble connecting to phones GPS","en",0,NA
5798,"fazal rahim",2018-02-09,5," Offline serach not good","en",3,NA
5799,"A Google user",2018-02-19,5," Perfect for car, walking and public transport as well as ride sharing ","en",1,NA
5800,"A Google user",2018-04-25,5," I've always liked his app. Although sometimes it rakes a little time to 
find your location!","en",0,NA
5802,"Chris Grey",2018-02-16,5," Did you get directions unlike some apps that suck","en",2,NA
5803,"A Google user",2018-02-16,5," This app is great!!! I work in a lot of new areas and google maps cant find the streets most of the time. But this app finds everthing!!!","en",0,NA
5804,"Ashok Yadav",2018-02-04,5," Great app! Offline feature is very good!","en",2,NA
5805,"Yuki Sakura",2018-02-03,4," This app show blank map on my phone","en",3,NA
5806,"Scott Riemenschneider",2018-02-09,5," Love this app! It's replaced Google maps for me.","en",1,NA
5808,"Shakey Jake",2018-02-03,5," Move over Google maps HERE is here now","en",2,NA
5809,"shyam gopinath Menon",2018-01-30,5," I am a regular user in India and oman","en",3,NA
5810,"cda abc",2019-06-25,2," This app can not find out my position when it's offline mode.","en",0,NA
5811,"Shafi Ullah Khan",2018-02-03,4," Good app but one problem.there is no map of pakistan in this app.please add the pakistan map.","en",0,NA
5812,"Yutian Lei",2018-07-15,5," I'll totally ditch Google maps if Here can have more point of interests.","en",0,NA
5813,"Krapa Udayteja",2018-01-29,4," not anywhere like in Windows mobile","en",4,NA
5814,"Chris Warrick",2018-03-02,1," Advertises Protect VPN, which is malware. Otherwise a very solid napping app.","en",0,NA
5815,"????? ??????",2018-02-19,3," It just guide for the main areas and not edited","en",1,NA
5816,"Turquoise Irish",2018-02-22,5," Great way to find where you are going on your trip","en",1,NA
5817,"janak khatri",2018-01-30,5," Excellent app ,, Help me lot when no network","en",1,NA
5818,"andrew turner",2018-03-11,5," I have used this app for a good 6 months now. It's great and I would recommend.","en",0,NA
5819,"A Google user",2018-02-08,4," Update  my app please","en",4,NA
5820,"Mahlon Schooley",2018-02-23,1," I can't even use the stupid app on this device anymore,even transferred the data from another device","en",0,NA
5821,"Tarun Brari",2018-02-13,3," Can't download state wise maps of India anymore.","en",0,NA
5822,"Mark Joshua Parnoncillon",2018-02-17,1," How do you do 360 view?","en",2,NA
5824,"Aleksandar Stamenkovic",2018-01-30,5," Free ofline, easy to use....","en",2,NA
5825,"Hassan Ahmed",2018-02-06,1," Offline maps not available for Pakistan","en",1,NA
5826,"A Google user",2018-02-20,4," Works nicely in UAE... but why no Pakistan Map?? :( :( please add Pak map.","en",0,NA
5828,"A Google user",2018-02-22,4," Reciently start to crush on s8 :( , pls help","en",0,NA
5829,"Bright Ndiweni",2018-06-27,5," This app is all you need","en",0,NA
5830,"Vivian Jude Lobo",2018-02-14,5," Seems better than before!","en",1,NA
5831,"Tommy Yan",2018-02-20,2," Cannot use in China","en",1,NA
5832,"RAIYAN MUKKI",2018-03-24,5," To much good the apps.i love it","en",1,NA
5833,"Xiuyuan Yu",2018-02-21,1," no sim card from china","en",0,NA
5834,"éarko Jurekovi?",2018-02-27,4," Can't sort collection by name.","en",0,"Hi éarko,
We are aware of the issue that prevented our users to use their collections in offline mode. However, the bug is now fixed.
You can now navigate back to all your favorite places completely offline. Cheers from the HERE team in Berlin!"
5835,"yosemite scuba",2018-02-18,5," Beautiful offline maps. This app is a must have. I'd be happy to pay for this app.","en",0,NA
5836,"A Google user",2018-01-30,5," Easy to use, great.offline.feature","en",2,NA
5837,"A Google user",2018-01-30,2," Crashes all the time","en",5,NA
5838,"A Google user",2018-03-11,5," Fantastic app for navigation i just hope they don't change anything","en",0,NA
5839,"Michael Marquez",2018-02-14,5," Its so good","en",3,NA
5840,"Mudassir Khan",2018-02-19,5," Very useful","en",1,NA
5841,"Simon Junior",2018-02-10,1," Crashed with android 6.0.1","en",0,NA
5842,"Mohammad Kalam Akhtar",2018-02-13,5," With this app guarantee of reaching to the destination. Best offline GPS app","en",0,NA
5843,"Marc Sebutimbiri",2018-02-06,5," Very good navigator and easy","en",1,NA
5844,"A Google user",2018-02-09,5," way better than Google","en",1,NA
5845,"Denis Osmanov",2018-02-25,5," Perfect navigation Great and updated maps Fast and precise guidance","en",0,NA
5846,"Adrian Tee",2018-02-25,5," Good accurate maps, easy interface","en",2,NA
5847,"Christiaan Human",2018-03-06,4," How reroute manually","en",0,NA
5848,"Oliver Allgaier",2018-02-22,4," Please work with Google to make it available in Android Auto!","en",0,NA
5849,"Andrei Rostsin",2018-02-15,5," Great routing app for offline use from beloved Nokia!","en",0,NA
